Age,Height,Weight,Overall,Potential,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PositionClass
20,190,82,61,72,Right,3,High,High,67,58,63,61,49,70,58,55,63,66,48,62,66,58,64,60,70,64,58,65,48,66,68,70,71,57,70,50,61,60,55,65,42,49,58,12,14,9,14,8,MF
28,183,76,61,62,Right,2,Low,High,66,33,50,57,59,67,54,30,60,53,22,54,29,44,44,55,57,73,71,60,67,35,80,67,68,32,63,57,53,52,39,50,56,63,58,9,13,8,11,10,DE
23,178,76,61,66,Right,2,Medium,Medium,72,60,49,60,20,59,55,62,54,57,49,58,36,40,33,61,69,74,65,57,70,64,66,54,66,54,44,17,59,47,59,54,17,15,17,7,8,9,7,12,FO
18,171,77,61,73,Left,2,Medium,Medium,58,43,53,58,58,60,57,45,59,56,41,55,44,43,54,59,59,57,65,59,70,43,66,65,62,38,46,58,55,50,41,56,56,59,63,15,13,11,12,13,DE
28,184,74,61,61,Right,2,Medium,Medium,65,38,53,55,59,69,50,34,58,59,30,53,43,35,53,56,63,66,60,56,57,48,69,70,73,35,60,58,53,51,36,59,58,60,59,9,11,10,9,14,DE
31,187,80,61,61,Right,2,Medium,Medium,48,28,43,39,60,77,30,20,58,56,20,25,31,22,50,45,55,43,54,59,63,52,70,84,81,22,59,58,34,36,30,47,63,59,60,13,6,8,11,8,DE
22,178,68,61,72,Left,2,Medium,Medium,67,51,63,63,48,56,57,49,50,69,48,60,54,51,66,65,68,66,66,61,69,62,58,60,57,45,46,35,51,62,58,69,43,60,54,12,14,7,9,10,MF
18,177,70,61,80,Right,3,High,Medium,65,57,62,64,51,52,58,55,38,62,54,63,63,63,63,62,72,59,71,63,70,59,44,56,53,60,48,53,56,65,60,58,55,52,48,14,12,9,8,9,MF
29,175,81,61,61,Right,3,Medium,Medium,88,53,52,63,28,58,56,54,40,53,51,60,54,52,40,59,87,88,81,56,84,55,33,70,58,49,47,35,57,53,53,55,23,27,19,14,7,11,13,9,MF
19,170,65,61,69,Left,2,Medium,Medium,68,42,51,57,57,49,61,40,42,52,36,56,55,36,50,54,71,65,69,57,75,45,54,62,39,42,56,57,54,44,43,43,53,64,65,12,7,9,14,5,DE
26,184,78,61,62,Right,2,Medium,Medium,72,49,56,58,56,61,59,52,48,63,53,61,35,23,62,57,79,67,56,55,54,56,59,70,59,40,57,53,47,50,35,41,60,55,57,6,5,12,14,13,DE
22,182,81,61,69,Right,2,Medium,Medium,42,36,55,57,56,71,38,34,62,70,27,55,30,37,60,61,34,49,60,53,62,45,70,62,80,31,60,56,38,55,36,49,55,57,52,9,14,11,9,11,MF
21,184,79,61,70,Left,1,Medium,Medium,64,58,59,64,31,58,10,6,12,27,8,7,13,10,25,10,33,28,32,55,45,44,59,17,38,9,23,14,8,35,15,35,6,14,11,64,58,59,58,64,GK
21,171,60,61,74,Left,3,High,High,83,54,52,63,31,53,52,56,51,55,45,64,49,51,48,59,82,84,73,55,78,55,58,66,46,51,51,27,56,52,45,49,32,30,21,14,12,5,11,14,MF
34,180,77,61,61,Right,2,Medium,Low,82,60,47,52,22,59,55,61,66,53,56,48,50,30,30,52,80,83,67,52,57,67,91,30,71,55,55,20,60,45,46,53,19,14,12,14,12,15,13,15,FO
26,175,73,61,63,Right,2,High,Medium,78,48,51,59,55,64,57,43,48,52,37,58,56,41,43,55,79,78,73,54,73,60,71,74,60,48,59,55,54,51,44,52,55,57,57,5,5,5,6,15,DE
20,180,68,61,72,Right,3,High,Low,71,59,60,66,32,32,56,59,28,63,53,68,58,59,62,67,76,66,69,41,71,62,35,31,31,63,37,22,51,56,51,64,26,46,34,14,11,13,13,5,MF
22,181,74,61,69,Left,2,Medium,Medium,59,34,43,49,62,61,35,31,58,53,31,42,32,27,52,53,63,55,62,52,63,47,73,60,59,28,65,57,29,32,48,44,60,68,66,6,13,12,8,13,DE
23,178,72,61,67,Right,2,Medium,High,64,35,49,55,60,68,37,25,41,59,35,52,31,39,54,50,66,62,71,57,74,47,70,80,65,39,58,63,47,49,39,56,64,59,60,12,9,6,13,13,MF
19,170,73,61,72,Left,3,High,Medium,79,53,52,65,26,41,58,53,33,51,48,64,54,52,42,60,79,79,87,55,84,54,38,52,37,56,37,19,56,53,47,54,25,28,29,9,8,7,8,15,FO
23,171,65,61,66,Right,3,Medium,Low,85,55,51,61,25,46,56,61,38,52,45,60,39,33,49,59,86,85,70,57,76,60,33,55,51,38,27,17,62,51,52,45,29,22,27,7,14,12,8,14,MF
26,188,80,61,66,Right,2,Medium,Medium,64,26,37,44,63,67,24,21,56,54,23,35,21,24,29,53,65,64,44,55,50,40,67,65,73,22,52,59,24,32,31,48,70,62,60,9,10,7,7,7,DE
19,182,63,61,79,Left,3,Medium,Medium,58,44,62,59,56,58,55,37,50,65,36,57,64,52,65,61,61,55,63,63,55,54,55,62,59,48,52,55,54,65,44,66,58,58,54,8,7,15,9,11,MF
24,180,75,61,65,Right,3,High,High,63,41,59,60,57,61,62,35,54,66,36,58,43,39,64,62,63,63,59,64,69,55,61,59,63,38,59,61,53,49,43,53,62,52,54,7,13,10,14,5,MF
22,177,68,61,69,Right,2,Medium,Medium,66,55,54,61,32,55,58,57,41,59,54,62,51,47,54,64,65,67,59,56,63,65,42,72,53,41,44,24,52,46,51,46,35,32,30,8,12,5,13,10,MF
19,187,80,61,77,Right,2,Medium,Medium,58,32,32,38,64,63,33,26,61,35,27,27,29,29,30,42,56,60,49,63,52,47,66,55,70,29,56,61,28,29,47,54,64,65,65,15,8,8,8,5,DE
29,183,72,61,61,Right,2,Low,Medium,67,37,41,52,60,70,45,31,66,41,31,49,32,30,36,54,67,67,57,63,53,47,82,75,74,41,53,64,41,45,34,53,57,58,57,11,9,8,9,6,DE
31,190,84,61,61,Left,1,Medium,Medium,62,59,58,63,51,62,12,12,11,39,11,11,11,15,47,23,49,53,57,50,53,44,59,35,77,18,40,17,7,48,13,47,16,14,15,62,59,58,62,63,GK
24,193,81,61,69,Right,1,Medium,Medium,60,58,57,63,22,58,14,9,12,28,7,9,14,13,23,14,19,27,48,60,34,43,65,27,59,9,28,12,8,48,15,36,9,14,11,60,58,57,58,63,GK
20,170,66,61,69,Right,3,Medium,Medium,71,56,57,64,45,54,60,55,45,60,55,67,52,55,55,60,71,71,65,59,70,61,60,71,55,54,29,46,55,53,58,61,45,45,44,5,14,11,11,13,MF
22,178,75,61,71,Right,2,High,Medium,82,25,44,56,56,61,60,21,49,47,24,58,48,31,31,48,81,82,71,53,67,27,64,66,60,23,55,61,54,37,35,46,51,59,57,9,14,9,8,9,DE
21,194,81,61,70,Right,2,Low,Medium,51,27,36,40,61,70,30,25,61,50,24,32,25,22,29,48,50,51,41,57,44,35,65,66,74,20,68,60,30,30,33,48,60,63,59,11,11,11,12,7,DE
20,180,65,61,70,Right,2,Medium,High,73,34,49,59,58,58,48,27,43,58,24,54,40,31,49,61,75,71,74,55,64,49,61,65,53,35,60,57,44,41,35,54,62,59,56,9,12,14,14,11,DE
18,176,67,61,72,Right,3,Medium,Low,65,62,60,65,28,52,55,62,35,62,58,65,61,56,58,63,70,60,72,48,76,65,71,43,53,64,57,26,48,62,56,59,28,28,29,9,10,9,11,9,MF
20,183,78,61,72,Right,2,Medium,High,60,33,48,53,62,61,36,28,62,61,34,50,32,36,54,55,62,59,55,59,58,48,71,62,62,25,56,60,33,42,48,51,63,62,60,7,12,6,12,10,DE
27,178,76,61,61,Right,3,High,High,81,59,53,63,29,50,54,60,58,56,54,61,50,43,43,57,80,82,85,62,74,59,50,38,60,61,42,21,60,59,54,55,32,24,24,9,14,15,7,15,FO
25,192,80,61,67,Right,1,Medium,Medium,63,62,56,62,34,59,10,9,11,33,8,7,11,14,31,11,34,33,27,54,22,42,35,25,61,8,19,6,7,36,11,41,7,12,14,63,62,56,59,62,GK
30,186,77,61,61,Right,2,Low,High,67,31,42,51,59,69,36,31,66,50,26,43,23,28,48,55,70,65,59,58,60,35,72,59,74,29,66,57,36,37,31,63,53,64,61,15,9,9,10,13,DE
26,180,78,61,64,Right,3,Medium,Medium,74,50,59,63,55,66,52,47,51,65,42,62,49,48,63,63,71,76,71,52,65,53,48,79,66,54,53,51,57,56,43,58,54,59,57,11,13,11,11,14,MF
28,189,81,61,61,Right,2,Medium,High,65,41,53,56,60,70,44,35,58,59,33,53,45,38,56,58,64,65,59,58,54,52,60,71,73,43,65,62,50,54,41,60,58,61,59,10,8,8,14,6,MF
17,168,63,61,84,Right,2,Medium,Medium,57,60,57,66,37,45,52,65,41,61,55,66,58,50,53,64,65,50,74,59,75,58,57,46,40,53,55,33,61,57,47,68,42,34,36,6,9,6,8,8,MF
18,184,75,61,77,Right,2,Medium,Medium,59,31,54,60,60,54,42,25,63,64,31,60,38,34,62,65,55,63,51,50,65,44,74,33,62,24,57,60,55,50,44,51,51,66,64,6,12,11,12,10,DE
19,178,68,61,75,Right,3,Medium,Medium,64,42,56,63,61,53,51,39,54,65,38,62,52,41,60,65,65,63,62,56,70,53,54,39,54,36,68,62,41,49,45,53,59,64,60,7,14,14,11,11,MF
20,177,72,61,76,Left,2,Medium,Medium,78,54,55,62,28,58,58,51,40,60,46,62,52,43,54,59,76,80,74,52,72,64,60,57,65,49,42,29,58,48,61,53,24,26,27,9,11,15,7,6,MF
22,176,64,61,66,Right,2,Medium,Medium,69,57,58,63,52,56,48,51,39,63,60,60,53,50,61,62,67,71,75,60,75,67,69,73,52,62,43,54,58,61,52,59,52,56,49,14,6,15,7,12,MF
22,171,65,61,72,Right,3,Medium,Medium,74,59,56,65,32,59,49,60,48,61,55,65,59,47,55,64,73,74,68,59,78,62,65,62,58,54,58,28,61,56,56,60,36,26,27,9,6,7,10,6,MF
20,171,60,61,75,Right,3,Medium,Medium,61,46,61,69,53,43,53,44,54,66,36,69,61,49,63,69,62,60,75,60,84,53,64,37,37,43,61,55,56,61,47,59,46,59,53,11,6,5,13,14,MF
18,178,68,61,83,Right,3,Medium,Medium,58,50,59,66,31,47,42,50,43,64,48,70,50,52,63,67,53,62,53,53,66,53,57,46,50,48,37,22,50,70,48,61,31,32,38,9,10,10,6,11,MF
19,168,79,61,71,Right,2,High,Medium,85,59,53,60,23,60,53,60,62,59,49,61,52,36,49,55,85,85,79,46,78,69,81,34,77,52,47,18,52,50,53,48,13,22,27,11,8,11,7,11,FO
18,184,66,61,79,Right,2,Medium,Medium,68,51,62,64,50,50,51,47,47,66,50,65,60,57,64,66,66,70,64,57,67,66,57,56,47,48,49,43,53,64,45,56,48,56,53,12,11,9,6,11,MF
19,176,64,61,76,Right,3,Medium,Low,69,50,55,64,24,41,48,52,29,59,39,64,42,39,50,66,70,69,61,45,74,55,46,58,34,44,36,24,65,64,40,64,24,24,22,9,9,9,13,7,MF
22,181,73,61,68,Left,2,Medium,Medium,69,32,46,58,59,58,50,34,50,52,30,57,34,35,48,60,68,69,64,55,65,27,63,55,59,29,57,56,49,35,37,42,59,64,62,7,12,7,10,5,DE
22,196,86,61,70,Left,2,Medium,Medium,63,47,52,48,59,75,44,45,61,60,47,46,42,47,56,44,63,63,58,60,60,55,62,68,84,44,64,56,45,49,45,55,58,62,56,7,9,15,13,10,DE
21,182,73,61,73,Left,3,Medium,High,57,50,61,60,43,46,64,54,48,63,35,64,50,56,60,58,55,59,50,57,63,52,45,51,48,42,35,39,58,61,50,50,43,45,40,6,14,6,13,7,MF
24,179,66,61,68,Right,2,Medium,Medium,73,54,52,61,26,47,43,57,55,55,41,56,43,38,48,68,72,73,70,66,55,52,61,55,49,50,30,31,60,63,57,48,33,12,10,6,11,8,13,8,MF
19,170,65,61,73,Right,3,Medium,Medium,65,60,60,64,56,57,55,59,55,63,55,66,59,60,61,65,65,65,60,50,70,59,70,55,58,63,55,50,58,59,60,55,55,60,58,11,6,15,11,6,MF
21,193,80,61,68,Left,2,Medium,Medium,65,61,45,61,22,64,41,66,61,55,58,61,42,33,37,63,62,68,64,52,62,64,68,58,75,51,43,19,54,43,45,48,15,19,20,13,11,11,8,10,FO
22,194,90,61,71,Right,1,Medium,Medium,62,62,61,63,26,59,11,6,10,26,10,12,14,13,24,17,22,33,38,52,56,46,55,27,56,8,23,10,7,38,15,32,8,13,10,62,62,61,59,63,GK
21,186,71,61,70,Right,2,Medium,Low,62,60,49,59,25,61,42,66,69,59,50,60,45,38,45,64,58,66,47,46,60,54,68,62,71,56,34,14,56,44,65,50,22,20,24,9,13,14,6,11,FO
22,185,77,61,69,Right,2,Low,High,59,34,43,42,63,60,36,27,63,51,31,35,33,27,49,40,59,59,57,57,61,53,66,60,57,32,64,63,25,38,39,49,59,66,66,14,9,10,11,11,DE
18,175,69,61,79,Left,2,Medium,Medium,74,59,58,61,36,52,63,58,58,61,59,62,43,45,59,60,75,73,69,58,58,60,64,54,59,59,30,31,62,55,55,47,36,34,30,13,14,11,11,14,MF
23,173,71,61,68,Right,2,High,High,70,57,61,62,58,69,59,54,55,62,49,61,61,60,61,61,71,70,68,59,72,65,76,71,60,60,85,58,57,62,44,57,58,59,57,7,11,15,14,5,MF
23,186,78,61,72,Right,2,Medium,Medium,41,33,41,52,61,69,33,32,67,51,25,49,27,28,39,54,53,32,58,49,63,51,75,65,74,19,60,62,29,39,39,41,56,64,63,7,11,10,13,6,DE
25,180,73,61,63,Right,2,High,Medium,76,60,60,59,24,52,62,63,49,66,58,57,50,44,63,55,76,76,86,45,68,65,52,56,56,49,35,15,62,51,50,44,23,22,23,13,9,14,12,7,MF
20,182,76,61,70,Left,2,Medium,High,78,27,49,51,56,61,58,18,49,54,27,47,45,22,42,54,80,77,56,55,61,39,74,63,63,31,51,58,33,45,35,44,56,58,55,11,7,11,11,7,DE
24,182,78,61,68,Right,2,High,Medium,68,30,47,57,57,64,56,31,53,54,27,54,43,29,36,58,69,67,66,57,63,25,65,73,61,24,62,57,51,37,42,45,58,56,58,9,13,9,6,11,DE
23,183,78,61,64,Right,2,Medium,High,61,48,54,56,59,73,48,47,58,61,34,54,48,32,58,59,64,59,53,57,61,55,83,65,78,47,66,57,53,52,51,56,60,61,57,8,9,10,6,12,DE
23,185,79,61,70,Right,2,Medium,Medium,53,26,40,41,60,67,20,23,62,60,21,30,21,29,35,55,55,52,37,60,51,40,78,63,73,18,55,62,28,34,36,43,61,60,55,5,8,11,10,8,DE
22,183,76,61,70,Right,2,Medium,Medium,71,59,49,61,20,59,45,62,62,55,46,60,47,28,46,61,72,71,64,57,63,59,67,60,63,53,46,14,60,51,58,57,13,18,17,6,11,12,6,15,FO
30,170,66,61,61,Left,2,High,Medium,70,58,61,61,38,52,61,58,42,66,45,58,57,63,57,59,72,69,75,55,71,61,86,61,46,56,46,43,62,58,54,58,28,41,42,12,13,16,15,10,MF
19,191,81,61,78,Right,2,Medium,High,55,45,58,56,59,62,50,38,57,65,39,55,42,49,63,57,54,55,63,63,50,56,58,53,67,46,63,57,51,54,52,48,56,63,62,11,6,10,9,14,MF
21,188,78,61,69,Right,2,Medium,Medium,50,27,45,50,63,62,32,23,65,61,27,46,25,22,55,56,49,50,46,47,55,36,62,55,66,24,59,61,25,31,32,57,61,64,63,6,11,11,15,13,DE
25,188,71,61,62,Right,3,High,Low,83,57,60,64,53,72,58,55,53,62,54,63,58,55,60,61,82,83,74,56,73,62,71,80,71,58,63,54,58,62,52,63,52,55,44,11,7,13,12,6,MF
20,171,62,61,73,Right,2,Medium,Medium,62,51,63,64,55,48,51,44,42,69,51,61,56,53,66,64,64,61,73,61,84,51,62,64,40,61,44,59,58,66,63,54,49,61,58,9,6,6,12,12,MF
24,178,75,61,65,Left,2,Medium,Medium,69,26,52,56,60,68,51,22,58,60,25,51,39,23,52,58,69,69,67,51,64,38,76,65,70,19,65,58,40,51,34,55,60,61,59,7,6,11,15,13,DE
28,192,86,61,61,Left,2,Medium,Medium,58,59,45,58,31,74,28,61,65,55,47,56,31,31,45,58,55,61,61,63,53,63,63,61,79,52,78,24,63,50,58,60,28,28,28,13,8,9,5,6,FO
22,170,71,61,70,Right,2,Medium,Medium,57,62,47,58,21,58,39,66,61,58,45,57,46,35,34,60,64,52,60,55,61,61,64,55,65,60,41,12,62,48,64,54,20,15,18,12,10,12,8,12,FO
29,186,80,61,63,Right,1,Medium,Medium,62,55,54,61,43,63,18,18,13,30,17,14,18,17,19,27,44,42,30,62,53,41,52,30,65,20,21,19,12,36,30,55,14,17,17,62,55,54,63,61,GK
19,182,81,61,78,Right,2,Medium,Medium,67,52,58,65,33,55,52,61,33,64,44,65,50,39,55,66,69,65,73,50,73,50,56,54,62,33,37,25,60,61,53,56,33,37,36,11,8,15,10,5,MF
22,184,80,61,68,Right,3,Medium,Medium,68,51,61,63,42,63,53,47,50,68,49,62,57,50,62,66,67,68,62,63,52,56,53,62,66,57,57,44,57,58,48,60,32,47,45,7,6,11,14,7,MF
20,177,78,61,71,Left,2,Medium,Medium,73,23,46,48,58,50,60,20,55,51,28,38,41,27,38,57,70,75,61,46,51,22,59,70,47,24,30,60,38,35,33,59,59,57,55,10,15,7,14,15,DE
20,175,70,61,73,Right,2,Medium,High,74,63,50,56,28,51,43,65,60,56,61,52,59,40,37,57,76,73,74,52,64,64,72,46,52,64,48,17,59,54,51,53,26,28,26,7,9,10,7,6,FO
22,183,77,61,65,Right,2,Medium,Medium,67,50,58,58,49,63,46,44,51,67,42,58,41,37,66,60,69,65,55,57,63,56,63,66,62,58,62,53,58,58,48,45,39,54,51,11,6,13,9,8,MF
25,185,85,61,65,Right,2,Medium,Medium,54,63,43,60,26,60,33,67,65,51,51,63,41,41,35,57,54,54,58,61,68,57,72,53,71,63,39,21,61,47,69,53,25,19,21,12,12,9,15,11,FO
18,168,62,61,75,Right,2,Medium,Medium,53,53,60,62,53,55,50,46,52,70,48,59,55,49,59,65,55,52,72,54,64,58,54,60,51,61,58,52,59,57,59,56,50,58,53,9,10,10,11,11,MF
18,175,60,61,73,Right,2,Medium,Medium,68,45,52,61,56,50,58,38,47,58,39,58,42,36,41,60,71,65,71,58,77,58,63,61,43,51,48,58,39,49,34,52,55,58,56,7,9,5,12,6,DE
33,180,76,61,61,Left,2,Medium,Medium,54,52,56,56,59,63,60,49,58,59,37,55,62,53,57,57,53,55,64,56,55,62,69,64,62,55,61,60,53,45,45,52,60,59,57,9,15,8,11,9,DE
19,172,60,61,73,Left,2,Medium,Medium,71,37,52,59,57,48,53,34,46,54,37,60,44,44,48,56,69,73,72,59,66,48,55,59,38,33,58,54,44,52,31,43,56,63,61,13,5,6,5,11,DE
30,192,75,61,61,Right,2,Medium,High,53,56,52,52,59,78,44,54,66,54,44,48,42,51,53,57,58,49,55,55,41,62,56,81,86,63,60,64,48,58,50,54,57,57,52,10,11,10,11,15,MF
22,170,60,61,67,Left,2,Medium,Medium,67,57,55,66,24,50,58,62,41,52,37,66,57,46,46,67,68,67,68,66,64,53,58,66,48,56,33,17,52,67,58,56,24,21,29,7,7,5,6,8,MF
21,178,68,61,75,Left,2,Medium,Medium,65,37,42,60,60,54,54,29,61,43,33,61,53,30,36,60,64,66,61,51,69,63,64,62,50,28,49,58,34,34,42,47,55,64,63,12,10,10,8,11,DE
21,180,70,61,71,Right,2,Medium,Medium,71,52,56,60,54,66,41,51,44,64,36,58,39,36,62,61,74,68,69,56,66,60,67,70,60,50,75,58,60,62,44,51,52,55,54,15,13,10,7,7,MF
25,183,70,61,62,Left,2,High,Medium,73,47,54,59,56,67,57,43,49,56,42,59,54,52,51,55,72,74,70,56,66,52,69,70,69,50,59,54,53,52,49,54,56,59,58,8,12,9,8,11,DE
20,172,64,61,75,Left,2,Medium,Medium,71,54,59,65,56,60,48,53,39,64,30,64,60,64,61,64,72,70,73,55,83,59,57,68,51,56,72,56,61,58,51,60,57,60,59,11,15,14,7,9,MF
23,185,77,61,71,Right,2,Medium,Medium,59,42,60,58,59,54,46,35,63,70,39,52,43,49,67,66,62,57,59,59,62,62,67,36,56,35,66,52,44,58,55,50,54,65,61,13,10,7,11,10,MF
25,185,67,61,62,Left,3,Low,Medium,70,38,52,59,59,67,58,39,56,55,34,57,36,30,51,57,69,70,68,57,67,39,75,55,72,29,65,58,50,52,47,55,58,61,59,13,11,12,11,5,DE
23,171,63,61,66,Right,3,Medium,Medium,69,55,57,65,47,49,51,55,45,60,41,62,51,51,57,62,68,69,81,58,86,56,53,64,40,58,52,46,58,61,47,60,47,47,46,5,6,11,8,8,MF
24,179,80,61,65,Right,2,Medium,Medium,76,58,56,63,38,63,60,59,55,59,53,63,42,40,55,59,74,77,74,62,70,60,59,74,61,54,54,32,62,55,55,56,30,43,38,6,11,7,5,11,MF
26,172,64,61,64,Left,4,Medium,Medium,69,58,59,65,34,39,57,62,44,65,52,66,50,46,56,67,70,68,70,51,65,65,46,37,40,44,39,22,49,58,58,49,38,33,42,13,6,16,6,13,MF
20,183,75,61,74,Right,3,High,Medium,65,57,56,60,54,65,47,63,55,62,45,57,44,40,60,64,67,63,57,63,61,57,59,69,64,44,66,54,66,57,53,58,51,56,60,11,9,15,10,12,FO
23,177,73,61,67,Left,2,High,Medium,60,27,47,58,60,59,51,25,43,60,24,55,50,25,39,60,64,57,59,58,69,24,59,61,62,27,51,63,55,30,37,62,61,62,58,10,8,11,13,10,DE
19,178,74,61,76,Right,2,Medium,Medium,66,56,56,61,37,55,55,59,51,58,45,63,43,46,56,61,67,66,59,58,67,55,54,64,59,51,34,30,60,59,54,46,34,39,37,15,8,15,10,8,MF
27,177,76,61,62,Right,2,Medium,Medium,61,48,60,61,59,57,54,45,42,67,32,60,37,49,55,57,57,64,72,59,81,43,59,73,48,60,60,60,63,64,43,63,63,60,54,7,10,14,12,14,MF
32,187,82,61,61,Left,2,Medium,High,71,43,60,57,53,74,54,38,57,65,34,56,45,45,63,60,67,75,56,54,52,47,57,84,74,49,67,54,56,63,49,56,46,58,53,8,8,15,10,11,MF
27,187,79,61,61,Right,2,Medium,High,73,56,53,60,36,67,57,53,63,56,59,59,53,42,51,62,74,73,65,59,69,65,34,70,80,49,41,30,61,47,57,48,40,32,25,10,7,8,12,13,FO
26,167,65,61,62,Left,3,High,High,73,48,62,66,51,43,47,47,43,71,41,66,43,41,67,67,75,72,58,60,84,53,62,44,38,42,48,31,55,66,58,62,65,53,50,15,11,12,13,13,MF
21,191,80,61,73,Left,1,Medium,Medium,63,59,57,62,51,61,10,7,12,25,5,8,13,14,28,12,55,45,48,52,40,43,51,21,51,8,39,7,4,45,14,47,6,10,10,63,59,57,61,62,GK
22,171,63,61,70,Right,2,Medium,Medium,75,34,49,57,55,66,55,33,48,55,29,52,43,37,49,57,73,76,76,54,85,31,72,75,62,34,61,54,52,37,41,47,53,60,58,12,9,7,11,13,DE
22,180,75,61,67,Right,2,Medium,Medium,67,57,57,63,36,58,54,57,56,60,53,63,55,40,58,62,66,68,70,62,65,60,63,64,60,55,44,38,58,58,51,55,41,27,27,14,15,13,12,6,MF
23,176,65,61,69,Right,2,Medium,Medium,67,44,52,56,57,71,41,40,47,58,39,53,37,35,57,56,66,67,62,55,75,55,71,84,69,42,60,60,51,56,43,55,56,58,56,13,5,12,11,10,MF
22,177,68,61,72,Right,3,High,Medium,58,58,55,64,38,59,40,60,65,65,49,66,47,41,52,63,53,62,64,61,73,55,60,66,58,57,50,35,56,59,69,51,25,45,37,14,10,10,5,5,MF
19,187,84,61,75,Right,2,Medium,Low,61,61,50,58,24,54,42,65,66,58,55,58,59,59,37,61,59,63,55,52,63,62,59,49,63,52,37,18,62,49,62,47,20,18,22,15,10,11,7,9,FO
32,189,87,61,61,Left,2,High,Low,54,61,54,57,25,68,58,60,61,58,49,58,62,63,42,58,55,53,57,56,53,67,70,59,80,60,50,16,62,49,59,49,28,21,12,15,12,10,8,6,FO
25,178,73,61,62,Right,2,High,High,67,53,56,61,53,65,48,52,45,65,45,60,47,43,62,61,66,67,66,60,66,58,65,76,60,51,65,51,58,51,45,51,57,54,50,15,10,11,9,13,MF
30,172,70,61,61,Right,2,Medium,Medium,62,51,56,61,60,77,47,49,59,67,37,59,32,39,63,64,59,65,63,55,67,64,80,78,80,48,66,57,52,53,43,50,57,65,60,13,11,9,15,12,MF
20,175,64,61,73,Left,3,Medium,Medium,67,53,60,64,51,59,48,49,45,67,47,62,56,48,64,65,67,67,70,59,74,65,51,62,59,48,58,52,56,61,55,63,50,52,53,11,6,9,7,12,MF
21,194,83,61,69,Right,1,Medium,Medium,69,64,67,59,21,52,11,5,13,23,9,13,13,11,18,18,19,23,31,50,22,50,37,17,62,9,28,12,7,29,12,38,9,12,13,69,64,67,52,59,GK
25,176,70,61,66,Right,3,Medium,Medium,70,54,61,67,44,56,53,47,45,67,50,68,61,46,66,67,71,69,61,68,70,71,58,67,53,56,51,39,47,58,54,60,44,47,43,10,14,13,10,10,MF
22,190,78,61,70,Right,2,Medium,Medium,77,56,46,59,26,67,49,60,64,53,54,58,43,33,37,57,74,80,69,57,64,57,65,74,71,49,51,25,61,42,47,52,22,22,13,7,10,7,10,9,FO
19,175,70,61,69,Left,2,Low,High,76,30,47,58,60,70,33,30,59,61,21,53,22,25,58,56,74,78,79,55,82,38,74,73,78,18,45,57,48,38,30,51,63,60,56,14,11,11,14,11,DE
21,172,68,61,67,Right,2,Medium,Medium,69,34,57,64,53,54,62,36,39,60,24,62,46,31,55,61,77,62,81,58,88,32,60,67,46,29,57,54,54,56,37,48,49,58,61,7,7,8,8,9,MF
22,175,76,61,67,Right,2,Medium,Medium,70,50,61,66,54,56,53,43,46,68,38,69,57,48,63,63,73,68,71,56,70,61,61,55,56,59,57,55,44,61,43,46,53,56,59,6,14,14,11,10,MF
26,181,75,61,64,Left,2,Medium,Medium,68,38,57,61,57,60,60,32,50,61,38,59,52,35,52,62,65,70,66,61,71,56,72,59,63,32,49,57,54,55,28,61,57,59,56,15,15,7,8,8,DE
25,190,83,61,65,Right,2,Medium,High,50,35,53,53,61,66,42,30,64,66,31,52,38,40,63,53,51,50,45,51,64,49,51,61,70,30,65,55,45,42,45,59,60,63,62,10,15,13,10,12,DE
18,187,71,61,76,Right,4,High,Medium,70,59,53,65,27,46,60,67,48,52,49,74,50,44,44,58,69,71,62,57,49,56,42,52,51,49,27,23,42,56,57,47,27,23,28,13,11,6,14,13,MF
22,187,96,61,69,Right,1,Medium,Medium,58,56,64,65,41,62,13,8,10,28,7,17,10,11,22,30,42,39,35,58,40,48,59,27,70,10,23,9,8,35,22,28,8,13,13,58,56,64,62,65,GK
20,178,66,61,75,Left,3,Medium,Medium,82,57,58,61,26,51,57,59,57,63,49,62,57,51,51,59,81,82,71,47,71,58,34,43,64,55,32,16,54,58,49,43,21,27,28,9,14,10,7,8,FO
22,177,62,61,70,Left,2,Medium,Medium,64,43,52,55,59,52,58,37,48,51,38,51,44,50,55,56,68,61,65,58,77,60,61,65,45,40,51,58,48,47,45,44,59,64,56,6,10,11,12,5,DE
20,189,75,61,74,Right,2,Medium,Low,70,59,44,58,23,68,31,64,59,52,54,57,36,43,31,60,68,72,54,58,57,57,68,59,74,50,66,18,63,53,58,58,17,21,20,9,12,8,7,6,FO
23,185,73,61,66,Right,2,Medium,Medium,75,58,58,64,56,68,53,59,52,62,55,62,51,48,59,63,74,75,79,58,63,57,69,71,73,61,52,58,59,60,48,57,56,56,54,15,11,14,6,9,MF
